0 http://en.wikipedia.org/wiki/Web_scraping
1 http://www.xconomy.com/san-francisco/2012/07/25/diffbot-is-using-computer-vision-to-reinvent-the-semantic-web/
2 http://www.gooseeker.com/en/node/knowledgebase/freeformat
3 http://www.chillingeffects.org/linking/faq.cgi#QID460
4 http://www.chillingeffects.org/linking/faq.cgi#QID596
5 http://library.findlaw.com/2003/Jul/29/132944.html
6 http://scholarship.law.berkeley.edu/btlj/vol29/iss4/16/
7 http://www.tomwbell.com/NetLaw/Ch07/Ticketmaster.html
8 http://www.tomwbell.com/NetLaw/Ch06.html
9 http://www.bailii.org/ie/cases/IEHC/2010/H47.html
10 http://www.thefreelibrary.com/American+Airlines,+FareChase+Settle+Suit.-a0103213546
11 http://www.xconomy.com/author/aswift/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
12 http://www.xconomy.com/boulder-denver/2016/10/05/denver-health-it-firm-welltok-picks-up-33-7m-to-push-wellness-tools/?utm_source=navigation-big&utm_medium=media&utm_campaign=navigation
13 http://www.xconomy.com/about/?utm_source=navigation-big&utm_medium=button&utm_campaign=navigation#The%20Xconomists
14 http://www.xconomy.com/join-us-for-disruptors-2016/
15 http://www.xconomy.com/san-francisco/2016/09/27/xconomy-presents-state-of-the-biotech-union/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
16 http://www.xconomy.com/boston/2016/08/04/xconomy-presents-whats-hot-in-boston-healthtech/?utm_source=navigation-big&utm_medium=media&utm_campaign=navigation
17 http://www.shareaholic.com/api/share/?v=1&apitype=1&apikey=2fc518bd8c0bb3cf45bdade11877971c1&service=5&title=&link=http://www.xconomy.com/san-francisco/2012/07/25/diffbot-is-using-computer-vision-to-reinvent-the-semantic-web/&shortener=none
18 http://www.xconomy.com/boston/2016/10/20/alkermes-eyes-fda-nod-after-retooled-study-yields-desired-results/?utm_source=navigation-big&utm_medium=media&utm_campaign=navigation
19 http://www.xconomy.com/san-francisco/2014/01/08/could-a-little-startup-called-diffbot-be-the-next-google/?utm_source=related-content&utm_medium=media&utm_campaign=related-content
20 http://www.xconomy.com/san-francisco/2015/03/31/diffbot-turns-online-comments-into-market-intelligence-databases/?utm_source=related-content&utm_medium=media&utm_campaign=related-content
21 http://www.xconomy.com/san-francisco/2016/09/23/tech-transforms-the-election-experience-from-vr-to-voter-registration/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
22 http://www.xconomy.com/boston/2009/07/14/the-big-idea-at-springpad/?utm_source=navigation-big&utm_medium=media&utm_campaign=navigation
23 http://www.xconomy.com/san-francisco/2012/07/25/diffbot-is-using-computer-vision-to-reinvent-the-semantic-web/attachment/screen-shot-2012-07-25-at-9-13-27-am/
24 http://www.xconomy.com/author/jmerisotis/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
25 http://www.xconomy.com/raleigh-durham/2016/10/13/aquaculture-industry-casts-wider-net-in-food-and-consumer-markets/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
26 http://www.xconomy.com/author/wroush/
27 http://www.linkedin.com/groups?gid=3557401&mostPopular=&trk=tyah
28 http://www.xconomy.com/san-francisco/2015/03/31/diffbot-turns-online-comments-into-market-intelligence-databases/?utm_source=related-content&utm_medium=link&utm_campaign=related-content
29 http://www.eventbrite.com/
30 http://www.xconomy.com/seattle/2016/10/20/fred-hutch-team-wants-to-move-clean-room-gene-therapy-to-tabletop/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
31 http://www.xconomy.com/san-francisco/2012/02/10/stanford-startx-graduates-tackle-cell-therapy-mental-health-batteries/
32 http://www.xconomy.com/san-francisco/local-events/
33 http://www.xconomy.com/san-francisco/2012/07/25/diffbot-is-using-computer-vision-to-reinvent-the-semantic-web/attachment/diffbot-reclining/
34 http://www.corp.att.com/attlabs/reputation/timeline/70picture.html
35 http://www.xconomy.com/wisconsin/2016/09/02/stratatech-immucor-tech-canary-more-this-weeks-wi-watchlist/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
36 http://www.xconomy.com/new-york/2016/09/15/barclays-techstars-graduate-latest-fintech-accelerator-class-in-ny/
37 http://www.xconomy.com/boston/2016/09/12/3-startups-to-watch-from-mits-delta-v-accelerator/?utm_source=navigation-big&utm_medium=media&utm_campaign=navigation
38 http://www.xconomy.com/boston/2016/09/29/lose-its-new-photo-tool-turns-your-food-porn-into-calorie-tracker/?utm_source=navigation-big&utm_medium=link&utm_campaign=navigation
